2025-02-14 14:53:32,26.1
2025-02-14 14:54:05,26.6
2025-02-14 14:54:14,26.6
2025-02-14 14:58:35,26.6
2025-02-14 14:58:35,26.6
2025-02-14 14:58:51,26.6
2025-02-14 14:58:51,26.6
2025-02-14 14:59:34,26.6
2025-02-14 14:59:34,26.6
2025-02-14 14:59:44,26.1
2025-02-14 14:59:54,26.1
2025-02-14 14:59:54,26.1
2025-02-14 14:59:55,26.6
2025-02-14 15:00:05,26.1
2025-02-14 15:00:15,26.1
2025-02-14 15:00:15,26.1
2025-02-14 15:00:15,26.1
2025-02-14 15:00:25,26.1
2025-02-14 15:00:35,26.1
2025-02-14 15:00:35,26.1
2025-02-14 15:00:35,26.1
2025-02-14 15:00:45,26.1
2025-02-14 15:00:55,26.1
2025-02-14 15:00:55,26.1
2025-02-14 15:00:55,26.1
2025-02-14 15:01:05,26.1
2025-02-14 15:01:15,26.1
2025-02-14 15:01:15,26.1
2025-02-14 15:01:15,26.1
2025-02-14 15:01:25,26.1
2025-02-14 15:01:35,26.1
2025-02-14 15:01:35,26.6
2025-02-14 15:01:35,26.1
2025-02-14 15:01:45,26.1
2025-02-14 15:01:56,26.1
2025-02-14 15:01:56,26.1
2025-02-14 15:01:56,26.1
2025-02-14 15:02:06,26.1
2021-01-01 00:00:02,26.6
2021-01-01 00:00:09,25.2
2021-01-01 00:00:19,25.6
2021-01-01 00:00:29,25.6
2021-01-01 00:00:29,25.6
2021-01-01 00:00:29,25.2
2021-01-01 00:00:39,25.6
2021-01-01 00:00:49,25.2
2021-01-01 00:00:49,25.6
2021-01-01 00:00:49,25.2
2021-01-01 00:00:59,25.2
2021-01-01 00:01:09,25.2
2021-01-01 00:01:09,25.6
2021-01-01 00:01:09,25.2
2021-01-01 00:01:19,25.2
2021-01-01 00:01:29,25.2
2021-01-01 00:01:29,25.2
2021-01-01 00:01:29,25.2
2021-01-01 00:01:40,25.2
2021-01-01 00:01:50,25.2
2021-01-01 00:01:50,25.2
2021-01-01 00:01:50,25.2
2021-01-01 00:02:00,25.2
2021-01-01 00:02:10,25.2
2021-01-01 00:02:10,25.2
2021-01-01 00:02:10,25.2
2021-01-01 00:02:20,24.7
2021-01-01 00:02:30,24.7
2021-01-01 00:02:30,25.2
2021-01-01 00:02:30,24.7
2021-01-01 00:02:40,25.2
2021-01-01 00:02:50,24.7
2021-01-01 00:02:50,25.2
2021-01-01 00:02:51,24.7
2021-01-01 00:03:01,24.7
2021-01-01 00:03:11,24.7
2021-01-01 00:03:11,24.7
2021-01-01 00:03:11,24.7
2021-01-01 00:03:21,24.7
2021-01-01 00:03:31,24.7
2021-01-01 00:03:31,24.7
2021-01-01 00:03:31,24.7
2021-01-01 00:03:41,24.7
2021-01-01 00:03:51,24.7
2021-01-01 00:03:51,24.7
2021-01-01 00:03:51,24.7
2021-01-01 00:00:02,24.7
2021-01-01 00:00:02,24.7
2021-01-01 00:00:07,23.3
2021-01-01 00:00:17,24.2
2021-01-01 00:00:27,24.2
2021-01-01 00:00:27,24.2
2021-01-01 00:00:27,24.2
2021-01-01 00:00:37,24.2
2021-01-01 00:00:47,24.2
2021-01-01 00:00:47,24.2
2021-01-01 00:00:47,24.2
2021-01-01 00:00:57,24.2
2021-01-01 00:01:07,24.2
2021-01-01 00:01:07,24.2
2021-01-01 00:01:07,24.7
2021-01-01 00:01:17,24.2
2021-01-01 00:01:28,24.2
2021-01-01 00:01:28,24.2
2021-01-01 00:01:28,24.2
2021-01-01 00:01:38,24.7
2021-01-01 00:01:48,24.2
2021-01-01 00:01:48,24.7
2021-01-01 00:01:48,24.2
2021-01-01 00:01:58,24.2
2021-01-01 00:02:08,24.2
